,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF,percent_grliving,Percent_BsmtF,YrRemMinBui,YrSoldMinRem,isNew,ylogSalePrice
466,20,RL,7.337529394588084,21.117775262502693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,1.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,12.431699040374228,Unf,1.0,11.26712613744371,GasA,TA,Y,SBrkr,1.0,13.826768097626793,2,1,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2.0,11.401242904600743,TA,TA,Y,1.0,1.0,4,2007,WD,Normal,15.961383916132556,2.0,8.824546029563345,0.5,0.6092404072043853,0,37,1.0,12.025755079404917
467,70,RL,7.1972210008779385,20.66248479996877,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,9.355622538951035,TA,TA,CBlock,TA,TA,No,LwQ,10.628746849475789,Unf,1.0,10.336386900215581,GasA,Ex,Y,SBrkr,1.0,14.579071983237592,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1.0,10.118180873967548,TA,TA,Y,1.0,1.0,6,2007,WD,Normal,15.722969711919845,1.5,8.724358962810534,0.6930860033726813,0.5302197802197802,53,12,0.0,11.89478753335453
468,20,RL,7.615044151314694,21.41092132838605,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,9.585749373306383,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.54568630946721,GasA,Ex,Y,SBrkr,1.0,14.56056294779104,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,12.724598476197201,TA,TA,Y,1.0,1.0,5,2007,WD,Normal,16.767573289381623,2.0,6.133567292834429,0.5012269938650307,0.0,0,1,1.0,12.429220196836383
469,60,RL,7.1236810031695965,20.583080282762626,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,8.020909424392293,Gd,TA,PConc,Gd,TA,No,GLQ,10.870950045978935,Unf,1.0,10.752378680578557,GasA,Ex,Y,SBrkr,1.0,14.698887979000148,3,1,Gd,7,Typ,0,No,Attchd,1993.0,RFn,2.0,11.302477323271576,TA,TA,Y,1.0,1.0,6,2008,WD,Normal,15.946116430620524,2.5,9.253528702007328,0.6726986624704957,0.5120192307692307,0,15,1.0,12.138869243416009
470,120,RL,1.0,19.39361502350465,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,10.512743904430815,BLQ,13.447245361402718,1.0,GasA,TA,Y,SBrkr,1.0,14.306760397904513,1,1,Gd,4,Typ,0,No,Attchd,1985.0,RFn,2.0,11.410943347638753,TA,TA,Y,1.0,1.0,6,2010,WD,Normal,16.478614716249915,2.5,9.036603342806158,0.5023411371237458,1.0,0,25,1.0,12.264346270624157
471,60,RL,7.491069783799412,21.59361123407182,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,Unf,1.0,Unf,1.0,12.53457513188247,GasA,TA,Y,SBrkr,1.0,15.134068032227582,3,1,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2.0,11.439858799435372,TA,TA,Y,1.0,1.0,11,2007,WD,Normal,16.234566919751316,2.5,9.831513536945508,0.7090385307886208,0.0,0,30,1.0,12.154784614286667
472,180,RM,5.745132396064701,17.174330837742275,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,7.221213632878419,TA,TA,PConc,Gd,TA,Gd,GLQ,11.056650085160447,Unf,1.0,7.404586972566442,GasA,Ex,Y,SBrkr,1.0,13.322184880517035,2,1,TA,5,Typ,0,No,Basment,2005.0,RFn,2.0,11.396380943459564,TA,TA,Y,1.0,1.0,6,2008,WD,Normal,14.532618159190152,2.0,5.3809460334448715,0.6621371216800495,0.8391224862888482,0,3,1.0,11.904974309480183
473,20,RL,7.844946025203906,22.531885792949144,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,10.05699595993719,Gd,TA,PConc,Ex,TA,Gd,GLQ,13.989871922208529,Unf,1.0,11.85191217685538,GasA,Ex,Y,SBrkr,1.0,15.145138012244155,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3.0,12.85556549443401,TA,TA,Y,1.0,1.0,7,2007,New,Partial,17.424600339806783,3.0,10.125735246126716,0.5,0.6831983805668016,1,0,0.0,12.994532278619134
474,120,RL,6.0120772195485275,18.48405113780442,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,13.636246788021865,Unf,1.0,10.010205578972315,GasA,Ex,Y,SBrkr,1.0,14.593810476913815,2,1,Ex,6,Typ,0,No,Attchd,2000.0,RFn,2.0,11.26712613744371,TA,TA,Y,1.0,1.0,8,2007,WD,Normal,16.648146364861162,3.0,8.39749795772246,0.5251112523839797,0.8005354752342704,0,7,1.0,12.433212202169729
475,20,RL,7.221213632878419,20.225941573511186,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,GLQ,11.868631091996152,Unf,1.0,10.322355249072935,GasA,TA,Y,SBrkr,1.0,13.03979401386066,2,1,TA,5,Typ,0,No,Detchd,1996.0,Unf,2.0,11.843518696025114,TA,TA,Y,1.0,1.0,7,2007,WD,Normal,15.087847482241104,2.0,9.274265741119429,0.5,0.6494845360824743,0,44,1.0,11.794345471549745
476,20,RL,7.098626104970388,21.97909762727262,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,9.263917622663177,TA,TA,PConc,Gd,TA,Gd,GLQ,13.108430922459789,Unf,1.0,11.189934126006927,GasA,Ex,Y,SBrkr,1.0,14.288774368433236,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,11.312501443831783,TA,TA,Y,1.0,1.0,4,2008,WD,Normal,16.457456202164664,3.0,8.861125448736068,0.5025244025580613,0.6725304465493911,1,10,0.0,12.249615734512616
477,60,RL,7.751853423240825,22.15532969423416,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,12.410720730871269,Ex,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,15.4145463086934,GasA,Ex,Y,SBrkr,1.0,16.07275360784321,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,12.124583303406709,TA,TA,Y,1.0,1.0,3,2007,WD,Normal,18.10470261364891,2.5,11.262041676152034,0.5510842368640534,0.0,0,1,1.0,12.847929163278053
478,20,RL,7.1972210008779385,21.121175957869582,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,10.294080796212425,Gd,TA,PConc,Ex,TA,Gd,GLQ,13.851844098897303,Unf,1.0,10.818190297580122,GasA,Ex,Y,SBrkr,1.0,14.713142942198777,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,12.594754271756951,TA,TA,Y,1.0,1.0,9,2009,WD,Normal,16.932311592279994,3.0,9.622253717854797,0.5018989190768331,0.7554252199413489,1,1,0.0,12.601490784782536
479,30,RM,6.357203202420049,18.87041949969852,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,10.922772885913934,TA,TA,BrkTil,Fa,TA,No,Rec,8.724358962810534,Unf,1.0,12.292802622125064,GasA,TA,Y,SBrkr,1.0,13.47526250666003,2,1,TA,7,Typ,0,No,Detchd,1995.0,Unf,2.0,12.038947685692156,TA,TA,Y,1.0,1.0,3,2007,WD,Alloca,15.241758598461871,1.0,7.02174235239564,0.5549558390578999,0.185226019845645,63,7,0.0,11.401681006153428
480,20,RL,7.615044151314694,22.82153420010458,Pave,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,10.577768772977672,Gd,TA,PConc,Ex,TA,Gd,GLQ,13.789964409965302,Unf,1.0,11.616842895097365,GasA,Ex,Y,SBrkr,1.0,14.940567386331873,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3.0,12.410720730871269,TA,TA,Y,1.0,1.0,3,2006,WD,Normal,17.18178020654115,3.0,11.872796741441668,0.5023079011675264,0.6879432624113475,1,1,0.0,12.694655727828803
481,20,RL,7.02174235239564,21.55721191947775,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,11.571258863293686,Gd,TA,PConc,Ex,TA,Gd,GLQ,14.434008703823304,Unf,1.0,9.365618533147526,GasA,Ex,Y,SBrkr,1.0,14.842394690919372,2,1,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3.0,12.749954255078423,TA,TA,Y,1.0,1.0,8,2006,WD,Normal,17.08860972571438,3.0,9.64931139996047,0.5,0.8744419642857143,1,2,0.0,12.832013750189885
482,70,RM,6.357203202420049,15.892193453425445,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,1.0,Gd,TA,PConc,TA,TA,No,ALQ,10.018059074748715,Unf,1.0,11.788397684900488,GasA,Ex,Y,SBrkr,1.0,14.900265848494815,4,1,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1.0,8.672744986667857,Fa,Fa,Y,1.0,1.0,6,2009,WD,Normal,16.18577454514991,2.5,1.0,0.6673976608187134,0.32857142857142857,90,4,0.0,11.951186847493476
483,120,RM,5.597156711708115,17.878680205167836,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,7.952063659629821,TA,TA,PConc,Ex,TA,No,GLQ,12.821770064969613,Unf,1.0,10.17063676912744,GasA,Ex,Y,SBrkr,1.0,13.684284977315308,2,1,TA,5,Typ,0,No,Attchd,1998.0,Unf,2.0,10.72807198077492,TA,TA,Y,1.0,1.0,5,2006,WD,Normal,15.80323509569918,3.0,8.104296691279632,0.5,0.7376644736842105,0,8,1.0,12.00762780434872
484,20,RL,1.0,19.882668507228217,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,1.0,TA,Gd,CBlock,TA,TA,No,ALQ,11.68838996487107,Unf,1.0,10.782478121330218,GasA,Gd,Y,SBrkr,1.0,13.122552875096359,3,1,Gd,6,Typ,0,No,Detchd,1963.0,Unf,1.0,9.72889799237455,TA,TA,Y,1.0,1.0,3,2007,WD,Normal,15.179713812657004,2.0,8.216434458396561,0.5,0.5885885885885885,39,6,0.0,11.794345471549745
485,20,RL,7.221213632878419,20.71220477890197,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,1.0,Gd,TA,CBlock,TA,TA,No,ALQ,11.771237148645445,Unf,1.0,11.302477323271576,GasA,Gd,Y,SBrkr,1.0,13.429294356955962,3,1,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1.0,9.72889799237455,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,15.520201951720022,1.0,9.103593650252291,0.5,0.5453728661275831,57,2,0.0,11.898194668458823
486,20,RL,7.1972210008779385,20.987864447629764,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,8.724358962810534,TA,TA,CBlock,TA,TA,No,ALQ,12.627707599932261,Unf,1.0,9.48272816323603,GasA,TA,Y,SBrkr,1.0,13.32483837557578,3,1,TA,6,Typ,0,No,Attchd,1965.0,RFn,2.0,11.347324233473122,TA,TA,Y,1.0,1.0,6,2007,WD,Normal,15.40425572967917,2.5,1.0,0.5,0.7791239515377446,0,42,1.0,11.957617696467539
487,20,RL,6.968980585391403,21.692145583302036,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,Av,ALQ,13.119733293613173,Unf,1.0,11.200342662007953,GasA,Gd,Y,SBrkr,1.0,14.270696004831407,3,1,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2.0,11.205533311372735,TA,TA,Y,1.0,1.0,2,2007,WD,Normal,16.454104880141227,2.0,10.740250837817678,0.5,0.6725067385444744,0,36,1.0,12.07254696717504
488,190,RL,6.684506656824126,21.18234699371091,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,Fa,CBlock,TA,Fa,No,BLQ,12.00721682473776,Unf,1.0,9.946560885133437,GasA,TA,N,FuseA,1.0,15.779333805165246,3,2,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2.0,11.371952633774399,TA,Fa,N,1.0,1.0,5,2006,ConLD,Normal,16.877484744768516,2.0,8.368227644721959,0.7167458432304038,0.6960167714884696,70,36,0.0,11.982935344196433
489,180,RM,4.932510294066555,14.354279436455716,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,1.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,11.347324233473122,Unf,1.0,7.934539989873997,GasA,TA,Y,SBrkr,1.0,11.868631091996152,1,1,Gd,3,Typ,0,No,Attchd,1970.0,Unf,1.0,9.914178988939392,TA,TA,Y,1.0,1.0,5,2009,WD,Normal,13.787651035959893,2.0,1.0,0.5,0.8174603174603174,32,7,0.0,11.362114203075018
490,160,RM,1.0,16.09979131052407,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,1.0,TA,TA,PConc,Gd,TA,Mn,Unf,1.0,Unf,1.0,9.72889799237455,GasA,TA,Y,SBrkr,1.0,13.887995516624098,3,1,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1.0,10.294080796212425,TA,TA,Y,1.0,1.0,6,2008,WD,Normal,14.435931079075807,1.5,8.68574736325982,0.8316326530612245,0.0,0,32,1.0,11.652696102959753
491,50,RL,7.1972210008779385,20.66664849947857,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,10.73416781526148,Rec,8.68574736325982,9.492259095309958,GasA,TA,Y,FuseA,1.0,14.455097769564395,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1.0,9.511219710154148,TA,TA,Y,1.0,1.0,8,2006,WD,Normal,15.73915970616259,2.0,5.597156711708115,0.6619127516778524,0.7047146401985112,9,56,0.0,11.798111925972618
492,60,RL,7.751853423240825,22.69878331881486,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,12.252502530148577,GasA,Gd,Y,SBrkr,1.0,14.213850311239472,3,1,TA,8,Typ,0,No,Attchd,2006.0,RFn,2.0,10.888326631702043,TA,TA,Y,1.0,1.0,5,2006,New,Partial,15.459779975799751,2.5,1.0,0.6666666666666666,0.0,0,0,1.0,12.059809113551397
493,20,RL,6.968980585391403,19.967319568499423,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,10.551935879863963,LwQ,11.43025107968956,10.479667947450253,GasA,TA,Y,FuseA,1.0,13.808415518921386,3,1,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1.0,10.087756729969003,TA,TA,Y,1.0,1.0,6,2008,WD,Normal,15.941013659410636,1.5,1.0,0.5,0.7139479905437353,0,48,1.0,11.951186847493476
494,30,RM,6.357203202420049,18.781947422143084,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,BrkTil,Fa,TA,No,Unf,1.0,Unf,1.0,8.990963041593332,GasA,Gd,Y,FuseA,1.0,12.787620905657617,2,1,TA,4,Typ,0,No,Attchd,1938.0,Unf,1.0,9.806219318423938,TA,TA,Y,1.0,1.0,12,2009,WD,Normal,13.332786279774028,1.0,9.54874312625216,0.8234200743494424,0.0,58,13,0.0,11.421917019425596
495,30,C (all),6.684506656824126,19.942041651346738,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,11.246736153405903,Unf,1.0,9.365618533147526,GasA,TA,N,FuseA,1.0,12.222867447268218,2,1,TA,4,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,11,2009,WD,Abnorml,14.180948839543527,1.0,11.901800432526851,0.5,0.6875,30,59,0.0,10.460270761075149
496,20,RL,1.0,21.840343182442954,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,13.719875187931827,Unf,1.0,15.134068032227582,GasA,Ex,Y,SBrkr,1.0,16.734412852050287,4,1,Gd,10,Typ,1,Gd,Attchd,1992.0,RFn,2.0,11.496872282215678,TA,TA,Y,1.0,1.0,5,2007,WD,Normal,19.172112985086876,4.0,11.868631091996152,0.5021779713752333,0.3846875,1,14,0.0,12.971542813248437
497,50,RL,6.684506656824126,20.51004620432411,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,Gd,PConc,TA,TA,No,Rec,10.243906751287225,Unf,1.0,12.136081740934445,GasA,Ex,Y,SBrkr,1.0,14.890120185103031,4,1,TA,8,Typ,0,No,Detchd,1925.0,Unf,1.0,9.511219710154148,TA,TA,N,1.0,1.0,6,2008,WD,Normal,16.315315996815535,3.0,7.65495044352145,0.6394940267041461,0.3206627680311891,25,58,0.0,12.122696471358964
498,20,RL,6.831327892742091,19.903365986781996,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,7.426512698054021,TA,TA,PConc,TA,TA,No,ALQ,11.00715768738887,Unf,1.0,10.800389069029363,GasA,Ex,Y,SBrkr,1.0,12.827940764481209,3,1,Gd,5,Typ,0,No,Attchd,1967.0,Fin,1.0,9.930417557876343,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,14.79229214730465,1.0,6.80273872401839,0.5099262620533183,0.5208333333333334,37,5,0.0,11.775297421715827
499,20,RL,6.968980585391403,19.771152426425285,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,7.8631354368480935,LwQ,9.856575964639738,11.38174777012446,GasA,Fa,Y,SBrkr,1.0,12.867768587390184,2,1,TA,5,Typ,0,No,Attchd,1958.0,Fin,1.0,10.002329725380731,TA,TA,Y,1.0,11.169007130464756,6,2007,WD,Normal,14.896887111612605,1.5,10.002329725380731,0.5,0.4276315789473684,27,22,0.0,11.695255355062795
500,160,RM,4.932510294066555,15.006760114075178,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,9.906023604948812,TA,TA,CBlock,TA,TA,No,BLQ,10.432706736141741,Unf,1.0,10.1482763078651,GasA,TA,Y,SBrkr,1.0,13.689051809657878,3,1,TA,7,Typ,0,No,Detchd,1973.0,Unf,1.0,9.72889799237455,TA,TA,Y,1.0,1.0,5,2007,WD,Normal,15.006760114075178,1.5,8.77494479144778,0.6444444444444445,0.5297619047619048,0,34,1.0,11.635151947212842
501,60,FV,7.098626104970388,20.79512441568531,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,10.715841640087826,Unf,1.0,11.094578286932387,GasA,Gd,Y,SBrkr,1.0,14.800980223814683,3,1,Gd,7,Typ,0,No,Attchd,2005.0,RFn,2.0,11.753980379053347,TA,TA,Y,1.0,1.0,2,2008,WD,Normal,16.06163758517122,2.5,7.808145364123843,0.6712224753227031,0.4618937644341801,0,3,1.0,12.331387247601905
502,20,RL,6.968980585391403,20.531520767444604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,12.139905219055976,GLQ,7.574446614595114,10.835883259370169,GasA,Ex,Y,SBrkr,1.0,13.67951148163445,2,1,TA,6,Typ,0,No,Detchd,1965.0,Unf,2.0,11.067536496617619,Fa,Fa,Y,1.0,10.715841640087826,4,2007,WD,Normal,15.797936718741157,2.0,8.920955300440632,0.5,0.6540362438220758,0,42,1.0,11.849404844423074
503,20,RL,7.65495044352145,22.705333728050796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,13.757434384007611,Unf,1.0,9.64032225948934,GasA,TA,Y,SBrkr,1.0,14.857803698137676,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2.0,11.189934126006927,TA,TA,Y,1.0,1.0,3,2010,WD,Normal,16.8106791341148,3.0,9.263917622663177,0.5454270139309509,0.8307794803464357,38,13,0.0,12.574185427296195
504,160,RL,5.137710644618417,15.635429006540857,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,9.667200502940773,Rec,11.246736153405903,7.7135683558601436,GasA,TA,Y,SBrkr,1.0,13.928218268921901,3,1,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,15.449613828493714,3.0,9.693814389412918,0.6072576940744143,0.87953216374269,0,35,1.0,11.898194668458823
505,90,RM,6.684506656824126,19.801932588583703,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,10.459636543250584,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,13.010768996247894,GasA,Gd,Y,SBrkr,1.0,15.119785966903773,4,2,TA,10,Typ,0,No,Detchd,1952.0,Unf,2.0,10.715841640087826,TA,TA,N,1.0,1.0,7,2009,COD,Normal,16.40008839856384,2.0,1.0,0.6712328767123288,0.0,0,57,1.0,11.732069026983156
506,60,RL,7.221213632878419,20.693208222552226,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.104296691279632,Gd,TA,PConc,Gd,TA,No,GLQ,10.590598420556384,Unf,1.0,10.697398554008169,GasA,Ex,Y,SBrkr,1.0,15.041036173344699,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,11.121375089378052,TA,TA,Y,1.0,1.0,9,2006,WD,Normal,16.127855976534434,2.5,9.720169513164583,0.7109375,0.48906048906048905,1,12,0.0,12.278397958261774
507,20,FV,7.098626104970388,19.933746960971607,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.322947514138835,Unf,1.0,13.624130704124136,GasA,Ex,Y,SBrkr,1.0,13.689051809657878,2,1,Gd,4,Typ,0,No,Attchd,2009.0,Fin,2.0,12.054693052542088,TA,TA,Y,1.0,1.0,9,2009,New,Partial,15.808526073597655,2.0,7.694190605394483,0.5,0.022167487684729065,0,0,1.0,12.246739428005663
